"","ubicacion","lat","lon","precio_moneda","precio","ambientes","habitaciones","sup_des","sup_cub","fecha","expensas","href","tipo","fuente","sup_total"
"330","SANTOS DUMONT al 2400",-34.5742152,-58.439068,"ARS",38000,1,,36,33,2021-09-28,6400,"https://www.properati.com.ar/detalle/40759_alquiler_departamento_belgrano_lavadero_parrilla_piscina_sum_luminoso_lujoso_garage_amenities_subte-linea-d_cochera_solarium_vigilancia_calefaccion_zuker-servicios-inmobiliarios_gsp","depto","properati",36
"331","Uruguay al 700",-34.5998661,-58.3869463,"ARS",65000,5,4,117,114,2021-09-28,20000,"https://www.properati.com.ar/detalle/4075v_alquiler_departamento_tribunales_balcon_lavadero_toilette_luminoso_placard_subte-linea-d_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_calefaccion_inmobiliaria-fra_hm2x","depto","properati",117
"332","VIRREY LINIERS al 100",-34.6171463,-58.414225,"ARS",45000,3,2,55,53,2021-09-28,7000,"https://www.properati.com.ar/detalle/40765_alquiler_departamento_almagro_luminoso_garage_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_goldstein-propiedades","depto","properati",55
"333","Yerbal  al 800",-34.6196508,-58.4425282,"ARS",60000,4,3,81,81,2021-09-28,12900,"https://www.properati.com.ar/detalle/4076g_alquiler_departamento_caballito_balcon_lavadero_luminoso_dependencias_placard_aire-acondicionado_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_sueiro-prop-asoc","depto","properati",81
"334","Manzanares al 2300",-34.5473424,-58.4693277,"ARS",32000,,,42,40,2021-09-28,7700,"https://www.properati.com.ar/detalle/4076s_alquiler_departamento_nunez_balcon_placard_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_encargado_vigilancia_calefaccion_novelty-recuursos-inmobiliarios_hlr5","depto","properati",42
"335","Pueyrredon al 1900",-34.5890141,-58.3994147,"ARS",32000,2,1,,,2021-09-28,5000,"https://www.properati.com.ar/detalle/407d6_alquiler_departamento_recoleta_luminoso_garage_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_garay-key-propiedades_hmqu","depto","properati",
"336","Aguero al 1200",,,"ARS",38000,2,1,33,33,2021-09-28,3500,"https://www.properati.com.ar/detalle/407dj_alquiler_departamento_barrio-norte_luminoso_goldstein-propiedades","depto","properati",33
"337","Av. Santa Fe 5009 , CABA, Argentina",-34.5762522,-58.430175,"ARS",220000,3,2,67,,2021-09-28,19600,"https://www.properati.com.ar/detalle/407f5_alquiler_departamento_palermo_balcon_baulera_suite_gimnasio_lavadero_parrilla_piscina_sum_toilette_vestidor_luminoso_vista_sauna_garage_amenities_aire-acondicionado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_l","depto","properati",67
"338","Semipiso hecho a nuevo en Callao",-34.5934036,-58.3928381,"ARS",260000,6,3,205,194,2021-09-28,41000,"https://www.properati.com.ar/detalle/407fa_alquiler_departamento_recoleta_balcon_suite_lavadero_toilette_luminoso_lujoso_dependencias_garage_impecable_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_gabriela-iglesias","depto","properati",205
"339","Ruiz Huidobro 3000",-34.5466885,-58.4778218,"ARS",42000,2,1,48,40,2021-09-28,7000,"https://www.properati.com.ar/detalle/407fk_alquiler_departamento_saavedra_balcon_lavadero_sum_terraza_luminoso_amenities_placard_aire-acondicionado_estrenar_losa-radiante_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_ascensor_calefaccion_varela-propiedades","depto","properati",48
"340","Venezuela  900 10° ",-34.61421967,-58.37984467,"ARS",38000,,,39,,2021-09-28,3890,"https://www.properati.com.ar/detalle/407ld_alquiler_departamento_monserrat_lujoso_impecable_subte-linea-a_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_montesano-servicios-inmobiliarios_hnek","depto","properati",39
"341","PACHECO DE MELO al 2600",-34.5866811,-58.4014012,"ARS",37000,2,1,34,34,2021-09-28,7500,"https://www.properati.com.ar/detalle/407oy_alquiler_departamento_recoleta_balcon_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_vigilancia_gas-natural_grayfer-propiedades_jmf","depto","properati",34
"342","Rio Bamba 965, Recoleta, Capital Federal, Argentina. ",-34.5978211,-58.3945684,"ARS",32000,2,,30,,2021-09-28,,"https://www.properati.com.ar/detalle/407sq_alquiler_departamento_recoleta_subte-linea-d_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_walter-ricciardelli","depto","properati",30
"343","Cnel. Arevalo  1300 5° ",-34.58407211,-58.44385529,"ARS",50000,,1,46,,2021-09-28,,"https://www.properati.com.ar/detalle/407xy_alquiler_departamento_palermo_balcon_parrilla_piscina_sum_luminoso_lujoso_amenities_placard_estrenar_ciclovias-y-bicisendas-de-buenos-aires_cocina_solarium_mel-propiedades_hni2","depto","properati",46
"344","Avda Pueyrredon1300",-34.5878796,-58.3983274,"ARS",79000,,,,,2021-09-28,,"https://www.properati.com.ar/detalle/4080p_alquiler_departamento_barrio-norte_balcon_suite_lavadero_luminoso_dependencias_garage_placard_losa-radiante_doble-circulacion_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_encargado_vigilancia_cale","depto","properati",
"345","San Martin 500. Entre Lavalle y  tucuman",-34.6016153,-58.3738719,"ARS",60000,5,4,,,2021-09-28,20000,"https://www.properati.com.ar/detalle/4082w_alquiler_departamento_centro-microcentro_dependencias_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_lepore-propiedades-barrio-norte","depto","properati",
"346","JURAMENTO 1600. Entre Montañeses y Arribeños",-34.5576826,-58.4495017,"ARS",35000,2,1,,,2021-09-28,6000,"https://www.properati.com.ar/detalle/4083u_alquiler_departamento_belgrano_balcon_luminoso_garage_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_roma-propiedades_hky5","depto","properati",
"347","Laprida 1931",-34.5883462,-58.4003684,"ARS",33000,2,1,35,,2021-09-28,,"https://www.properati.com.ar/detalle/40850_alquiler_departamento_recoleta_lavadero_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_agua-corriente_estudio-bl-consultores-inmobiliarios_hjzx","depto","properati",35
"348","arenales 3500",-34.5863219,-58.4124975,"ARS",45000,2,1,,,2021-09-28,,"https://www.properati.com.ar/detalle/4086l_alquiler_departamento_palermo_amoblado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_zocco","depto","properati",
"349","JORGE NEWBERY 3627",-34.5741667,-58.4491667,"ARS",55000,,,,,2021-09-28,,"https://www.properati.com.ar/detalle/40873_alquiler_departamento_colegiales_balcon_lavadero_luminoso_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_capital-s-bienes-raices","depto","properati",
"350","Av P De Mendoza  1700 3° ",-34.63903427,-58.35842896,"ARS",30000,,1,40,,2021-09-28,6000,"https://www.properati.com.ar/detalle/40874_alquiler_departamento_boca_lujoso_ciclovias-y-bicisendas-de-buenos-aires_ascensor_vigilancia_tringali-propiedades_hngo","depto","properati",40
"351","MELINCUE 3172",-34.6,-58.4833333,"ARS",30000,,,,,2021-09-28,,"https://www.properati.com.ar/detalle/40878_alquiler_departamento_villa-del-parque_luminoso_ciclovias-y-bicisendas-de-buenos-aires_capital-s-bienes-raices","depto","properati",
"352","Galicia  2800",-34.6178088,-58.474399,"ARS",40000,2,1,40,,2021-09-28,,"https://www.properati.com.ar/detalle/4087m_alquiler_departamento_villa-del-parque_balcon_luminoso_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_agua-corriente_mica-propiedades_hk07","depto","properati",40
"353","Blanco Encalada  5200 4° ",-34.57699203,-58.48903275,"ARS",37000,,1,44,,2021-09-28,8000,"https://www.properati.com.ar/detalle/3zows_alquiler_departamento_villa-urquiza_balcon_lavadero_luminoso_lujoso_garage_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_enrique-garcia_hnoq","depto","properati",44
"354","Coronel Apolinario Figueroa  100 1° ",-34.60246277,-58.44277191,"ARS",38000,,1,44,,2021-09-28,7300,"https://www.properati.com.ar/detalle/3zgnc_alquiler_departamento_villa-crespo_balcon_suite_parrilla_piscina_toilette_luminoso_lujoso_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_solarium_flavio-nunez-hugo-garcia-ben_hntx","depto","properati",44
"355","Venezuela  700 10° ",-34.61408615,-58.37699509,"ARS",30000,,1,37,,2021-09-28,4600,"https://www.properati.com.ar/detalle/3mrb3_venta_departamento_monserrat_lujoso_subte-linea-d_subte-linea-a_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_g-a-ugarte-negocios-inmobiliarios_hnuy","depto","properati",37
"356","3 De Febrero  1000 2° ",-34.56904984,-58.44353104,"ARS",39000,,,43,,2021-09-28,7900,"https://www.properati.com.ar/detalle/3vk9x_alquiler_departamento_palermo_balcon_parrilla_sum_luminoso_lujoso_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_ascensor_solarium_mel-propiedades_hnfe","depto","properati",43
"357","Paraguay  3000 2° ",-34.59537888,-58.40986252,"ARS",38000,,1,36,,2021-09-28,8000,"https://www.properati.com.ar/detalle/3u8ux_alquiler_departamento_recoleta_balcon_hidromasaje_parrilla_sum_lujoso_placard_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_solarium_vigilancia_bercovich-propiedades_hnxf","depto","properati",36
"358","AV. ALVAREZ JONTE 4700. Entre Allende y Benito juarez",-34.6195677,-58.5049895,"ARS",33000,2,1,,,2021-09-28,,"https://www.properati.com.ar/detalle/3tjqc_venta_departamento_monte-castro_luminoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_clave-inmobiliaria","depto","properati",
"359","Camila O`Gorman 300",-34.621305,-58.361847,"USD",2400,3,2,,,2021-09-28,,"https://www.properati.com.ar/detalle/3v1h5_alquiler_departamento_puerto-madero_balcon_suite_gimnasio_hidromasaje_lavadero_piscina_terraza_toilette_vestidor_sauna_garage_amoblado_amenities_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_chochera_comedor_living-comedor_vigilancia_","depto","properati",
"360","CURAPALIGÜE 400. Entre Bonifacio, jose y Av directorio",-34.6300395,-58.452251,"ARS",42000,2,1,,,2021-09-28,5500,"https://www.properati.com.ar/detalle/3zrj7_alquiler_departamento_flores_lavadero_patio_electrogeno_placard_subte-linea-a_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_vigilancia_calefaccion_prol-propiedades","depto","properati",
"361","AGUILAR 2200. Entre Vuelta de obligado y Arcos",-34.5679784,-58.4463653,"ARS",70000,2,1,,,2021-09-28,13900,"https://www.properati.com.ar/detalle/3zsea_alquiler_departamento_belgrano_balcon_suite_lavadero_parrilla_piscina_toilette_vestidor_luminoso_sauna_lujoso_garage_aire-acondicionado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_ascensor_encarg","depto","properati",
"362","Bernardo de Irigoyen 200",-34.611053,-58.380453,"ARS",36000,2,1,,,2021-09-28,11500,"https://www.properati.com.ar/detalle/3zt9p_alquiler_departamento_monserrat_lavadero_luminoso_subte-linea-d_subte-linea-a_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_ascensor_vigilancia_benitez-ullo-propiedades","depto","properati",
"363","BME. MITRE  4400",-34.6107425,-58.4288257,"ARS",65000,4,3,82,,2021-09-28,,"https://www.properati.com.ar/detalle/3zueo_alquiler_departamento_almagro_balcon_baulera_lavadero_luminoso_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_agua-corriente_menendez-propiedades_hjzq","depto","properati",82
"364","Av. Del Libertador Al  5700",-34.55388641,-58.4498558,"ARS",60000,,2,67,,2021-09-28,,"https://www.properati.com.ar/detalle/3wvf0_alquiler_departamento_belgrano_baulera_ciclovias-y-bicisendas-de-buenos-aires_vigilancia_red-inmobiliaria_hpb9","depto","properati",67
"365","Cullen   5200 1° ",-34.57346725,-58.48920822,"ARS",28000,,,47,,2021-09-28,5100,"https://www.properati.com.ar/detalle/3ryye_alquiler_departamento_villa-urquiza_parrilla_lujoso_garage_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_norte-propiedades_hnnp","depto","properati",47
"366","Arce al 900",-34.5681743,-58.4337982,"ARS",80000,3,2,68,65,2021-09-28,18000,"https://www.properati.com.ar/detalle/404uf_alquiler_departamento_palermo_balcon_suite_lavadero_vestidor_luminoso_vista_lujoso_impecable_placard_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_vigilancia_calefaccion_coldwell-banker-seniority","depto","properati",68
"367","Cavia al 3037 12 A",-34.576973,-58.4065914,"USD",2000,5,3,,,2021-09-28,47390,"https://www.properati.com.ar/detalle/404wp_alquiler_departamento_palermo-chico_balcon_baulera_suite_lavadero_terraza_toilette_vestidor_lujoso_dependencias_garage_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_vigilancia_calefaccion_diego-delfino-servicios-inmobilia","depto","properati",
"368","Marcelo T de Alvear al 1300",-34.5969584735,-58.385389881,"ARS",40000,2,1,39,39,2021-09-28,6000,"https://www.properati.com.ar/detalle/404x3_alquiler_departamento_recoleta_balcon_suite_lavadero_luminoso_subte-linea-d_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_maria-marchioni_hmbm","depto","properati",39
"369","OLLEROS al 2800",-34.5740758,-58.4460573,"ARS",55000,3,2,,,2021-09-28,,"https://www.properati.com.ar/detalle/404x9_alquiler_departamento_colegiales_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_gas-natural_garbel-propiedades_hksf","depto","properati",
"370","Malabia al 500",-34.5981881,-58.4385879,"ARS",85000,4,3,85,78,2021-09-28,20000,"https://www.properati.com.ar/detalle/404y3_alquiler_departamento_villa-crespo_balcon_baulera_lavadero_parrilla_sum_terraza_toilette_luminoso_garage_amenities_placard_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_solarium_vigilancia_cal","depto","properati",85
"371","OLLEROS al 2800",-34.5740758,-58.4460573,"ARS",55000,3,2,,,2021-09-28,,"https://www.properati.com.ar/detalle/404yp_alquiler_departamento_colegiales_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_gas-natural_garbel-propiedades_hksf","depto","properati",
"372","Pje Faraday al 1500",-34.6376381,-58.44021,"ARS",45000,2,1,36,,2021-09-28,3500,"https://www.properati.com.ar/detalle/404z5_alquiler_departamento_parque-chacabuco_balcon_lavadero_parrilla_piscina_sum_luminoso_impecable_aire-acondicionado_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_antonelli-trayectoria-inmobiliaria_mjt","depto","properati",36
"373","Remedios Escalada de San Martín al 1000",-34.6041148,-58.4561499,"ARS",50000,2,1,,,2021-09-28,7000,"https://www.properati.com.ar/detalle/4051l_alquiler_departamento_villa-crespo_balcon_jardin_piscina_luminoso_amenities_ciclovias-y-bicisendas-de-buenos-aires_living_vigilancia_romina-cippolini-negocios-inmobiliarios","depto","properati",
"374","Avallaneda al 400",-34.6140561,-58.4375364,"ARS",19000,1,,22,22,2021-09-28,2100,"https://www.properati.com.ar/detalle/4051v_alquiler_departamento_caballito_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_treus-propiedades","depto","properati",22
"375","julian alvares al 2800",-34.5843921,-58.4116068,"ARS",50000,3,2,45,43,2021-09-28,,"https://www.properati.com.ar/detalle/4052v_alquiler_departamento_palermo_balcon_baulera_luminoso_vista_placard_aire-acondicionado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_davidzon-propiedades_hlia","depto","properati",45
"376","julian alvares al 2800",-34.5843921,-58.4116068,"ARS",50000,3,2,45,43,2021-09-28,,"https://www.properati.com.ar/detalle/40535_alquiler_departamento_palermo_balcon_baulera_luminoso_vista_placard_aire-acondicionado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_davidzon-propiedades_hlia","depto","properati",45
"377","Frias 85",-34.6023028,-58.4345143,"ARS",95000,3,2,80,76,2021-09-28,13000,"https://www.properati.com.ar/detalle/4053l_alquiler_departamento_villa-crespo_lujoso_garage_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_yankel-group","depto","properati",80
"378","Aime Paine  al 1100",-34.6100216,-58.362083,"USD",4500,3,2,140,130,2021-09-28,,"https://www.properati.com.ar/detalle/40545_alquiler_departamento_puerto-madero_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_piscina_toilette_vista_sauna_lujoso_garage_amoblado_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_cochera_calefaccion_ginevra-international-rea","depto","properati",140
"379","Torre Renoir 1 Marta Lynch al 400",-34.6100458,-58.3613825,"USD",2500,3,2,148,148,2021-09-28,35000,"https://www.properati.com.ar/detalle/4054h_alquiler_departamento_puerto-madero_suite_toilette_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_adriana-villanueva_hn9e","depto","properati",148
"380","Cabildo al 400",,,"ARS",42000,2,1,50,46,2021-09-28,4800,"https://www.properati.com.ar/detalle/4055o_alquiler_departamento_belgrano_balcon_lavadero_luminoso_impecable_placard_aire-acondicionado_cocina_hall_living_comedor_living-comedor_calefaccion_sabatini-srl","depto","properati",50
"381","Nicaragua al 5900 - Palermo Hollywood",-34.57871,-58.4368433,"ARS",180000,3,2,90,85,2021-09-28,20000,"https://www.properati.com.ar/detalle/4058h_alquiler_departamento_palermo_balcon_suite_gimnasio_lavadero_sum_toilette_luminoso_garage_amoblado_amenities_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_vigilancia_keller-williams-san-isidro","depto","properati",90
"382","CORRIENTES al 3400",,,"ARS",45000,2,1,42,37,2021-09-28,,"https://www.properati.com.ar/detalle/405ao_alquiler_departamento_almagro_balcon_luminoso_vista_amoblado_placard_aire-acondicionado_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_calefaccion_ps-propiedades_hmbn","depto","properati",42
"383","NAZARRE al 3100",-34.6018225,-58.4937991,"ARS",39000,3,2,54,51,2021-09-28,6660,"https://www.properati.com.ar/detalle/405cq_alquiler_departamento_villa-del-parque_balcon_lavadero_garage_amoblado_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_vigilancia_like-propiedades_hmhg","depto","properati",54
"384","Bulnes al 2700",-34.5805438,-58.4063462,"USD",1500,3,2,87,80,2021-09-28,,"https://www.properati.com.ar/detalle/405d8_alquiler_departamento_palermo-chico_balcon_suite_gimnasio_jardin_lavadero_piscina_sum_luminoso_vista_garage_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_ascensor_solarium_vigilancia_agustina-cancel-propied","depto","properati",87
"385","Pacheco de Melo al 2500",-34.5878017,-58.3998948,"USD",700,5,4,114,103,2021-09-28,21000,"https://www.properati.com.ar/detalle/405ej_alquiler_departamento_recoleta_balcon_baulera_suite_lavadero_sotano_toilette_vestidor_luminoso_lujoso_dependencias_amoblado_aire-acondicionado_doble-circulacion_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_co","depto","properati",114
"386","SOLIS al 600",-34.6163273234,-58.3903900153,"ARS",18000,1,,32,32,2021-09-28,4500,"https://www.properati.com.ar/detalle/405ep_alquiler_departamento_monserrat_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_j-bellatti-negocios-inmobiliarios_hlgy","depto","properati",32
"387","Remedios Esc de San Martín al 1000",-34.6040877401,-58.4565871603,"ARS",60000,3,2,60,56,2021-09-28,9800,"https://www.properati.com.ar/detalle/405f5_alquiler_departamento_villa-crespo_balcon_parrilla_terraza_luminoso_garage_amenities_impecable_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_vigilancia_calefaccion_predial-propiedades_c3a","depto","properati",60
"388","Arribeños al 1500",-34.5634112,-58.4456563,"USD",3000,5,4,270,260,2021-09-28,120000,"https://www.properati.com.ar/detalle/405gf_alquiler_departamento_belgrano_suite_gimnasio_lavadero_piscina_quincho_toilette_vestidor_luminoso_lujoso_dependencias_garage_amenities_doble-circulacion_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_cochera_encargado_vigilancia_ma","depto","properati",270
"389","Av. Pedro Goyena 573/5",-34.620754,-58.4497018,"ARS",38000,1,,35,,2021-09-28,5500,"https://www.properati.com.ar/detalle/405n2_alquiler_departamento_caballito_garage_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cochera_tgr-gestion-inmobiliaria_hlug","depto","properati",35
"390","Alvarez Jonte al 3600",-34.6133591,-58.4925893,"ARS",35000,2,1,,,2021-09-28,7000,"https://www.properati.com.ar/detalle/405o0_alquiler_departamento_villa-del-parque_luminoso_garage_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_daniel-laurenzano","depto","properati",
"391","Julieta Lanteri al 1300 - 4 Ambientes | Puerto Madero",-34.613056,-58.360278,"USD",3100,4,3,180,,2021-09-28,60000,"https://www.properati.com.ar/detalle/405rv_alquiler_departamento_puerto-madero_suite_gimnasio_hidromasaje_lavadero_piscina_toilette_vestidor_luminoso_sauna_lujoso_dependencias_garage_tenis_impecable_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_vigi","depto","properati",180
"392","Perú 800, 7º piso",-34.6170952,-58.3743173,"ARS",25000,2,1,33,33,2021-09-28,9100,"https://www.properati.com.ar/detalle/405rx_alquiler_departamento_san-telmo_luminoso_placard_aire-acondicionado_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_inmobiliaria-giesso_hnd1","depto","properati",33
"393","Azucena Villaflor al 600",-34.6122887,-58.3593235,"USD",9000,3,2,,,2021-09-28,,"https://www.properati.com.ar/detalle/405tc_alquiler_departamento_puerto-madero_gimnasio_parrilla_piscina_sum_vista_sauna_garage_tenis_amenities_ciclovias-y-bicisendas-de-buenos-aires_solarium_vigilancia_demetra","depto","properati",
"394","Azucena Villaflor al 600",-34.6122887,-58.3593235,"USD",5000,3,2,200,200,2021-09-28,,"https://www.properati.com.ar/detalle/405u0_alquiler_departamento_puerto-madero_gimnasio_parrilla_piscina_sum_vista_sauna_garage_tenis_amenities_ciclovias-y-bicisendas-de-buenos-aires_solarium_vigilancia_demetra","depto","properati",200
"395","Querandies al 4400",-34.6118938,-58.4292628,"ARS",32000,1,,27,,2021-09-28,4100,"https://www.properati.com.ar/detalle/40653_alquiler_departamento_almagro_luminoso_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_hall_vigilancia_diego-h-fernandez-propiedades","depto","properati",27
"396","Montevideo al 1300",-34.5943667,-58.390192,"ARS",140000,5,4,76,76,2021-09-28,16200,"https://www.properati.com.ar/detalle/4065h_alquiler_departamento_recoleta_patio_lujoso_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_l-s-r","depto","properati",76
"397","Vera 942",-34.5951497,-58.4415825,"ARS",40000,2,1,50,45,2021-09-28,,"https://www.properati.com.ar/detalle/406ma_alquiler_departamento_villa-crespo_terraza_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_century-21-d-adam","depto","properati",50
"398","Santa fe 5165",-34.5760998,-58.4321946,"ARS",30000,2,1,46,43,2021-09-28,,"https://www.properati.com.ar/detalle/406ng_alquiler_departamento_palermo_balcon_baulera_lavadero_garage_placard_subte-linea-d_cocina_century-21-molina","depto","properati",46
"399","Cabrera 3800",-34.5966029,-58.419806,"ARS",29000,1,1,42,,2021-09-28,,"https://www.properati.com.ar/detalle/406q4_alquiler_departamento_palermo_balcon_lavadero_parrilla_piscina_sum_amenities_placard_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_solarium_vigilancia_churba-propiedades_hjy4","depto","properati",42
"400","",,,"",,1,1,,,2021-09-28,,"https://www.properati.com.ar/detalle/406qj_alquiler_departamento_congreso_prueba_hppk","depto","properati",
"401","Av. Cabildo   3000 1° ",-34.55347443,-58.46391296,"ARS",45000,,1,54,,2021-09-28,5325,"https://www.properati.com.ar/detalle/406ql_alquiler_departamento_nunez_lavadero_patio_piscina_luminoso_lujoso_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_alfonso_hnds","depto","properati",54
"402","Alvear al 1700",-34.5891322,-58.3869584,"ARS",110000,3,2,120,,2021-09-28,,"https://www.properati.com.ar/detalle/406t3_alquiler_departamento_recoleta_balcon_baulera_suite_lavadero_dependencias_garage_doble-circulacion_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_ascensor_vigilancia_calefaccion_pinto-kramer-gr","depto","properati",120
"403","AMBROSETTI 100",-34.6161156219,-58.4357268754,"ars",33000,2,1,38,38,2021-09-28,,"https://www.properati.com.ar/detalle/406z4_alquiler_departamento_caballito_baulera_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_migliorisi-villa-crespo","depto","properati",38
"404","Rodriguez Peña al 1700",-34.5903329,-58.3881915,"ARS",89000,3,2,80,80,2021-09-28,23533,"https://www.properati.com.ar/detalle/4072o_alquiler_departamento_recoleta_baulera_lavadero_luminoso_lujoso_dependencias_impecable_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_calefaccion_bieule-propiedades","depto","properati",80
"405","Caricancha al 1200",-34.6325011,-58.4321208,"ARS",57000,3,2,65,55,2021-09-28,3300,"https://www.properati.com.ar/detalle/40737_alquiler_departamento_parque-chacabuco_balcon_lavadero_garage_placard_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_dupont-propiedades","depto","properati",65
"406","Coronel Diaz al 1500",-34.5931293,-58.4136926,"ARS",45000,3,2,77,80,2021-09-28,13000,"https://www.properati.com.ar/detalle/4073n_alquiler_departamento_palermo_lavadero_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_santiago-propiedades_hlw8","depto","properati",80
"407","Cabildo al 400",,,"ARS",46000,2,1,50,46,2021-09-28,4800,"https://www.properati.com.ar/detalle/4073q_alquiler_departamento_belgrano_balcon_lavadero_luminoso_impecable_placard_cocina_hall_living_comedor_living-comedor_calefaccion_sabatini-srl","depto","properati",50
"408","RODRIGUEZ PEÑA  1200",-34.5949473,-58.3922122,"ARS",70000,4,3,,,2021-09-28,,"https://www.properati.com.ar/detalle/4074r_alquiler_departamento_recoleta_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_enrique-achaval-propiedades_hjz2","depto","properati",
